ID,Original_ID,Common_name,SMILES,Standardise_SMILES,Value,Unit,Endpoint,Standardized_Value,Standardized_Endpoint,No_symbol_Value,Assay,Description,Link,Source Type,Source,Citation,Publish_Year,Macrocycle_Ring_Size,Macrocycle_Free_Amide_Count,Macrocycle_Substituted_Amide_Count,Macrocycle_Overall_Amide_Count,Macrocycle_Ring_smiles,Macrocycle_Peripheral_smiles,Free_Amide_Ratio,Amide_Ratio,Num_Rings,Num_Aromatic_Rings,cLogP,Molecular_Weight,Num_H_Acceptors,Num_H_Donors,Num_Heavy_Atoms,Num_Carbon_Atoms,Fraction_SP3_Carbons,TPSA,Num_Rotatable_Bonds,Num_Charged_Atoms,Net_Charge,Kier_index,InchiKey
MC-0085,erythromycin,Erythromycin,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,1.3±0.1,nm/s,Papp,-6.886,Log Papp,1.3,PAMPA,Papp in PAMPA at pH=7.4 for 24 h at room temperature,https://hrcak.srce.hr/62210,Journals,https://hrcak.srce.hr/62210,"(Nožinić et al., 2010)",2010,14,0,0.0,0.0,C1CCCCCCOCCCCCC1,C[C@H]1[C@H](O)[C@@H](C)C(=O)O[C@H](C)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@](C)(O)[C@@H]1O,0.0,0.0,3,0,1.7856,733.937,14,5,51,37,0.945945946,193.91,7,0,0,14.71233817,ULGZDMOVFRHVEP-RWJQBGPGSA-N
MC-0085,T-079,Erythromycin,O([C@@H]1[C@@H](C)[C@H](O[C@@H]2O[C@@H](C)[C@H](O)[C@@](OC)(C)C2)[C@@H](C)C(=O)O[C@H](CC)[C@](O)(C)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@]1(O)C)[C@H]1[C@H](O)[C@@H](N(C)C)C[C@@H](C)O1,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,0.22,10^-6 cm/s,Papp,-6.658,Log Papp,0.22,PAMPA,PAMPA_Analysis: LC-MS/MS,https://doi.org/10.1016/j.bmcl.2021.127847,Journals,10.1016/j.bmcl.2021.127847,"(Miyachi et al., 2021)",2021,14,0,0.0,0.0,C1CCCCCCOCCCCCC1,C[C@H]1[C@H](O)[C@@H](C)C(=O)O[C@H](C)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@](C)(O)[C@@H]1O,0.0,0.0,3,0,1.7856,733.937,14,5,51,37,0.945945946,193.91,7,0,0,14.71233817,ULGZDMOVFRHVEP-RWJQBGPGSA-N
MC-0086,clarithromycin ,Clarithromycin,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)OC)C)C)O)(C)O ,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,37.8±1.7,nm/s,Papp,-5.423,Log Papp,37.8,PAMPA,Papp in PAMPA at pH=7.4 for 24 h at room temperature,https://hrcak.srce.hr/62210,Journals,https://hrcak.srce.hr/62210,"(Nožinić et al., 2010)",2010,14,0,0.0,0.0,C1CCCCCCOCCCCCC1,C[C@H]1[C@H](O)[C@@H](C)C(=O)O[C@H](C)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@](C)(O)[C@@H]1O,0.0,0.0,3,0,2.4397,747.964,14,4,52,38,0.947368421,182.91,8,0,0,15.31321432,AGOYDEPGAOXOCK-KCBOHYOISA-N
MC-0087,roxithromycin ,Roxithromycin ,CC[C@@H]1[C@@]([C@@H]([C@H](/C(=N/OCOCCOC)/[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)/C(=N\OCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O,35.6±1.5,nm/s,Papp,-5.449,Log Papp,35.6,PAMPA,Papp in PAMPA at pH=7.4 for 24 h at room temperature,https://hrcak.srce.hr/62210,Journals,https://hrcak.srce.hr/62210,"(Nožinić et al., 2010)",2010,14,0,0.0,0.0,C1CCCCCCOCCCCCC1,C[C@H]1/C(=N)[C@H](C)C[C@@](C)(O)[C@H](O)[C@@H](C)[C@H](O)[C@@H](C)C(=O)O[C@H](C)[C@@](C)(O)[C@@H]1O,0.0,0.0,3,0,2.2096,837.058,17,5,58,41,0.951219512,216.89,13,0,0,18.8008298,RXZBMPWDPOLZGW-XMRMVWPWSA-N
MC-0087,T-180,Roxithromycin ,O(/N=C\1/[C@H](C)[C@@H](O)[C@@](O)(C)[C@@H](CC)OC(=O)[C@H](C)[C@@H](O[C@@H]2O[C@@H](C)[C@H](O)[C@@](OC)(C)C2)[C@H](C)[C@@H](O[C@H]2[C@H](O)[C@@H](N(C)C)C[C@@H](C)O2)[C@@](O)(C)C[C@H]/1C)COCCOC,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)/C(=N\OCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O,0.76,10^-6 cm/s,Papp,-6.119,Log Papp,0.75999999,PAMPA,PAMPA_Analysis: LC-MS/MS,https://doi.org/10.1016/j.bmcl.2021.127847,Journals,10.1016/j.bmcl.2021.127847,"(Miyachi et al., 2021)",2021,14,0,0.0,0.0,C1CCCCCCOCCCCCC1,C[C@H]1/C(=N)[C@H](C)C[C@@](C)(O)[C@H](O)[C@@H](C)[C@H](O)[C@@H](C)C(=O)O[C@H](C)[C@@](C)(O)[C@@H]1O,0.0,0.0,3,0,2.2096,837.058,17,5,58,41,0.951219512,216.89,13,0,0,18.8008298,RXZBMPWDPOLZGW-XMRMVWPWSA-N
MC-0088,azithromycin ,Azithromycin,CC[C@@H]1[C@@]([C@@H]([C@H](N(C[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O  ,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,10.1±0.9,nm/s,Papp,-5.996,Log Papp,10.1,PAMPA,Papp in PAMPA at pH=7.4 for 24 h at room temperature,https://hrcak.srce.hr/62210,Journals,https://hrcak.srce.hr/62210,"(Nožinić et al., 2010)",2010,15,0,0.0,0.0,C1CCCCNCCCCOCCCC1,C[C@H]1[C@H](O)[C@@H](C)C(=O)O[C@H](C)[C@@](C)(O)[C@H](O)[C@@H](C)N(C)C[C@H](C)C[C@@](C)(O)[C@@H]1O,0.0,0.0,3,0,1.9007,748.996,14,5,52,38,0.973684211,180.08,7,0,0,15.57529732,MQTOSJVFKKJCRP-BICOPXKESA-N
MC-0089,Telithromycin,Telithromycin,CC[C@@H]1[C@@]2([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H](C(=O)[C@H](C(=O)O1)C)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)OC)C)C)N(C(=O)O2)CCCCN4C=C(N=C4)C5=CN=CC=C5)C,CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCCn3cnc(-c4cccnc4)c3)C(=O)O[C@]12C,0.13±0.03,nm/s,Papp,-7.886,Log Papp,0.13,PAMPA,Papp in PAMPA at pH=7.4 for 24 h at room temperature,https://hrcak.srce.hr/62210,Journals,https://hrcak.srce.hr/62210,"(Nožinić et al., 2010)",2010,14,0,0.0,0.0,C1CCCCCCOCCCCCC1,CC1C[C@@H](C)C(=O)[C@H](C)C[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@@H](C)C(=O)O[C@@H]1C,0.0,0.0,5,2,4.9292,812.018,14,1,58,43,0.720930233,171.85,11,0,0,14.5827165,LJVAJPDWBABPEJ-PNUFFHFMSA-N
MC-0091,cyclo-Pro-Gly-Leu-Gly-Phe-Odz,    ,[H][C@@]12CCCN1[C@H](C3=NN=C([C@@H](NC(CNC([C@@H](NC(CNC2=O)=O)CC(C)C)=O)=O)CC4=CC=CC=C4)O3)CC,CC[C@H]1c2nnc(o2)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)[C@@H]2CCCN21,7.75±0.07,    ,Minus_Log P app,-7.75,Log Papp,7.75,PAMPA,"-Log Papp, determined using PAMPA with carbamazepine as an internal standard. Retention time determined using LC-MS, gradient 95 % H2O/5 % MeCN to 100 % MeCN over 15 min. Thz=Thiazole, Oxz=Oxazole, Odz=Oxadiazole.Carbamazepine was included in the stock so",https://doi.org/10.1002/anie.202206866,Journals,10.1002/anie.202206866,"(Saunders et al., 2022)",2022,18,4,0.0,4.0,C1CNCCNCCOCCNCCNCCN1,C[C@H]1coc[C@H](C)NC(=O)CNC(=O)[C@H](C)NC(=O)CNC(=O)CN1,0.666666667,0.666666667,4,2,1.162,553.664,8,4,40,28,0.571428571,158.56,5,0,0,9.860035811,HVKUSJUJIMNWPN-CMOCDZPBSA-N
MC-0094,cyclo-Pro-Thz-Leu-Oxz-Phe-Ala,    ,[H][C@@]12CCCN1C([C@@H](NC([C@@H](NC(C3=COC([C@@H](NC(C4=CSC2=N4)=O)CC(C)C)=N3)=O)CC5=CC=CC=C5)=O)C)=O,CC(C)C[C@@H]1NC(=O)c2csc(n2)[C@@H]2CCCN2C(=O)[C@H](C)NC(=O)[C@H](Cc2ccccc2)NC(=O)c2coc1n2,5.84±0.04,    ,Minus_Log P app,-5.84,Log Papp,5.84,PAMPA,"-Log Papp, determined using PAMPA with carbamazepine as an internal standard. Retention time determined using LC-MS, gradient 95 % H2O/5 % MeCN to 100 % MeCN over 15 min. Thz=Thiazole, Oxz=Oxazole, Odz=Oxadiazole.Carbamazepine was included in the stock so",https://doi.org/10.1002/anie.202206866,Journals,10.1002/anie.202206866,"(Saunders et al., 2022)",2022,18,3,1.0,4.0,C1=NCCNCC=NCCNCCNCCNC1,C[C@H]1cncC(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)NCcncC(=O)N1,0.5,0.666666667,5,3,3.1712,578.695,8,3,41,29,0.448275862,174.77,4,0,0,8.479376128,ZTZPZIIPLULALX-UDSSINMLSA-N
MC-0095,cyclo-Pro-Gly-Leu-Oxz-Phe-Odz,    ,[H][C@@]12CCCN1[C@H](CC)C1=NN=C(O1)[C@H](CC1=CC=CC=C1)NC(=O)C1=COC(=N1)[C@H](CC(C)C)NC(=O)CNC2=O,CC[C@@H]1c2nnc(o2)[C@H](Cc2ccccc2)NC(=O)c2coc(n2)[C@H](CC(C)C)NC(=O)CNC(=O)[C@@H]2CCCN21,7.62±0.10,    ,Minus_Log P app,-7.62,Log Papp,7.62,PAMPA,"-Log Papp, determined using PAMPA with carbamazepine as an internal standard. Retention time determined using LC-MS, gradient 95 % H2O/5 % MeCN to 100 % MeCN over 15 min. Thz=Thiazole, Oxz=Oxazole, Odz=Oxadiazole.Carbamazepine was included in the stock so",https://doi.org/10.1002/anie.202206866,Journals,10.1002/anie.202206866,"(Saunders et al., 2022)",2022,18,3,0.0,3.0,C1=NCCNCCOCCNCCNCCNC1,C[C@H]1coc[C@@H](C)NCC(=O)NCC(=O)N[C@@H](C)cncC(=O)N1,0.5,0.5,5,3,3.0201,563.659,9,3,41,29,0.517241379,155.49,5,0,0,8.769546077,KEPKBWQUZCBILK-RLBLXZPPSA-N
MC-0096,cyclo-Pro-Thz-Leu-Gly-Phe-Odz,    ,[H][C@@]12CCCN1C(C3=NN=C([C@@H](NC(CNC([C@@H](NC(C4=CSC2=N4)=O)CC(C)C)=O)=O)CC5=CC=CC=C5)O3)CC,CCC1c2nnc(o2)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)c2csc(n2)[C@@H]2CCCN12,6.29±0.06,    ,Minus_Log P app,-6.29,Log Papp,6.29,PAMPA,"-Log Papp, determined using PAMPA with carbamazepine as an internal standard. Retention time determined using LC-MS, gradient 95 % H2O/5 % MeCN to 100 % MeCN over 15 min. Thz=Thiazole, Oxz=Oxazole, Odz=Oxadiazole.Carbamazepine was included in the stock so",https://doi.org/10.1002/anie.202206866,Journals,10.1002/anie.202206866,"(Saunders et al., 2022)",2022,18,3,0.0,3.0,C1=NCCNCCNCCNCCOCCNC1,CC1coc[C@H](C)NC(=O)CNC(=O)[C@H](C)NC(=O)cncCN1,0.5,0.5,5,3,3.4886,579.727,9,3,41,29,0.517241379,170.59,5,0,0,9.085949161,KSMQMUOSLWLCFL-VFLUVHKESA-N
MC-0097,cyclo-Pro-Thz-Leu-Oxz-Phe-Odz,    ,C(C)[C@@H]1N2[C@](C3=NC(=CS3)C(=O)N[C@@H](CC(C)C)C4=NC(C(=O)N[C@@H](CC5=CC=CC=C5)C=6OC1=NN6)=CO4)(CCC2)[H],CC[C@H]1c2nnc(o2)[C@H](Cc2ccccc2)NC(=O)c2coc(n2)[C@H](CC(C)C)NC(=O)c2csc(n2)[C@@H]2CCCN12,5.72±0.09,    ,Minus_Log P app,-5.72,Log Papp,5.72,PAMPA,"-Log Papp, determined using PAMPA with carbamazepine as an internal standard. Retention time determined using LC-MS, gradient 95 % H2O/5 % MeCN to 100 % MeCN over 15 min. Thz=Thiazole, Oxz=Oxazole, Odz=Oxadiazole.Carbamazepine was included in the stock so",https://doi.org/10.1002/anie.202206866,Journals,10.1002/anie.202206866,"(Saunders et al., 2022)",2022,18,2,0.0,2.0,C1=NCCNCC=NCCNCCOCCNC1,C[C@H]1coc[C@H](C)NC(=O)cnc[C@H](C)NC(=O)cncCN1,0.333333333,0.333333333,6,4,5.3467,589.722,10,2,42,30,0.466666667,167.52,5,0,0,8.162036999,VDKQZZANTAQOHH-TZYAJKAJSA-N
MC-0098,cyclo-Pro-Thz-Leu-Oxz-Tyr-Odz,    ,C(C)C1N2[C@](C3=NC(=CS3)C(=O)N[C@@H](CC(C)C)C4=NC(C(=O)N[C@@H](CC5=CC=C(O)C=C5)C=6OC1=NN6)=CO4)(CCC2)[H],CCC1c2nnc(o2)[C@H](Cc2ccc(O)cc2)NC(=O)c2coc(n2)[C@H](CC(C)C)NC(=O)c2csc(n2)[C@@H]2CCCN12,6.07±0.09,    ,Minus_Log P app,-6.07,Log Papp,6.07,PAMPA,"-Log Papp, determined using PAMPA with carbamazepine as an internal standard. Retention time determined using LC-MS, gradient 95 % H2O/5 % MeCN to 100 % MeCN over 15 min. Thz=Thiazole, Oxz=Oxazole, Odz=Oxadiazole.Carbamazepine was included in the stock so",https://doi.org/10.1002/anie.202206866,Journals,10.1002/anie.202206866,"(Saunders et al., 2022)",2022,18,2,0.0,2.0,C1=NCCNCC=NCCNCCOCCNC1,CC1coc[C@H](C)NC(=O)cnc[C@H](C)NC(=O)cncCN1,0.333333333,0.333333333,6,4,5.0523,605.721,11,3,43,30,0.466666667,187.75,5,0,0,8.261008592,KHQHZSQCCZYRAM-DIVDUZGXSA-N
MC-0099,cyclo-Pro-Thz-Phe-Oxz-Phe-Odz,    ,C(C)C1N2[C@](C3=NC(=CS3)C(=O)N[C@@H](CC4=CC=CC=C4)C5=NC(C(=O)N[C@@H](CC6=CC=CC=C6)C=7OC1=NN7)=CO5)(CCC2)[H],CCC1c2nnc(o2)[C@H](Cc2ccccc2)NC(=O)c2coc(n2)[C@H](Cc2ccccc2)NC(=O)c2csc(n2)[C@@H]2CCCN12,5.85±0.08,    ,Minus_Log P app,-5.85,Log Papp,5.85,PAMPA,"-Log Papp, determined using PAMPA with carbamazepine as an internal standard. Retention time determined using LC-MS, gradient 95 % H2O/5 % MeCN to 100 % MeCN over 15 min. Thz=Thiazole, Oxz=Oxazole, Odz=Oxadiazole.Carbamazepine was included in the stock so",https://doi.org/10.1002/anie.202206866,Journals,10.1002/anie.202206866,"(Saunders et al., 2022)",2022,18,2,0.0,2.0,C1=NCCNCC=NCCNCCOCCNC1,CC1coc[C@H](C)NC(=O)cnc[C@H](C)NC(=O)cncCN1,0.333333333,0.333333333,7,5,5.5433,623.739,10,2,45,33,0.333333333,167.52,5,0,0,8.225725676,JDWRMRXSRTUVID-IAPMBRPYSA-N
MC-0100,cyclo-Val-Thz-Leu-Oxz-Phe-Odz,    ,C([C@H]1C=2OC(=NN2)C(CC)N[C@@H]([C@H](C)C)C3=NC(=CS3)C(=O)N[C@@H](CC(C)C)C4=NC(C(=O)N1)=CO4)C5=CC=CC=C5,CCC1N[C@@H](C(C)C)c2nc(cs2)C(=O)N[C@@H](CC(C)C)c2nc(co2)C(=O)N[C@@H](Cc2ccccc2)c2nnc1o2,6.25±0.02,    ,Minus_Log P app,-6.25,Log Papp,6.25,PAMPA,"-Log Papp, determined using PAMPA with carbamazepine as an internal standard. Retention time determined using LC-MS, gradient 95 % H2O/5 % MeCN to 100 % MeCN over 15 min. Thz=Thiazole, Oxz=Oxazole, Odz=Oxadiazole.Carbamazepine was included in the stock so",https://doi.org/10.1002/anie.202206866,Journals,10.1002/anie.202206866,"(Saunders et al., 2022)",2022,18,2,0.0,2.0,C1=NCCNCC=NCCNCCOCCNC1,CC1coc[C@H](C)NC(=O)cnc[C@H](C)NC(=O)cnc[C@H](C)N1,0.333333333,0.333333333,5,4,5.4965,591.738,10,3,42,30,0.466666667,176.31,6,0,0,9.123578346,DSSQCNPCWNLIJY-CZTDWVRDSA-N
MC-3395,T-078,Rifampicin,O=C(O[C@H]1[C@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)/C=C/C=C(/C)\C(=O)Nc2c(/C=N/N3CCN(C)CC3)c(O)c3c(c(O)c(C)c4O[C@@](C)(C(=O)c34)O/C=C/[C@H](OC)[C@H]1C)c2O)C,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,14,10^-6 cm/s,Papp,-4.854,Log Papp,14,PAMPA,PAMPA_Analysis: LC-MS/MS,https://doi.org/10.1016/j.bmcl.2021.127847,Journals,10.1016/j.bmcl.2021.127847,"(Miyachi et al., 2021)",2021,24,1,0.0,1.0,C1=CCCCCCCCCC=COCCC=CC=CCNCC=C1,Cc1cNC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](O)[C@H](C)[C@@H](O)/C=C/OC(C)C(=O)ccc1O,0.125,0.125,6,2,4.33542,822.953,15,6,59,43,0.534883721,220.15,4,0,0,13.70243605,JQXXHWHPUNPDRT-WLSIYKJHSA-N
MC-3747,HU9-001,    ,O=C(N[C@H]1C(=O)N[C@@H](C)C(=O)N(C)[C@@H]2C(=O)N(C)[C@@H](C(C)C)C(=O)OC[C@@H](NC(=O)c3cc4scnc4cc3)C(=O)N[C@@H](C)C(=O)N(C)[C@H](C(=O)N(C)[C@@H](C(C)C)C(=O)OC1)CSC2)c1cc2scnc2cc1,CC(C)[C@H]1C(=O)OC[C@@H](NC(=O)c2ccc3ncsc3c2)C(=O)N[C@@H](C)C(=O)N(C)[C@H]2CSC[C@@H](C(=O)N1C)N(C)C(=O)[C@H](C)NC(=O)[C@H](NC(=O)c1ccc3ncsc3c1)COC(=O)[C@H](C(C)C)N(C)C2=O,0.003,10^-6 cm/s,Papp,-8.523,Log Papp,0.003,PAMPA,PAMPA_Analysis: LC-MS/MS,https://doi.org/10.1016/j.bmcl.2021.127847,Journals,10.1016/j.bmcl.2021.127847,"(Miyachi et al., 2021)",2021,17,1,2.0,3.0,C1CNCCNCCSCCCNCCOC1,C[C@@H]1NC(=O)[C@H](N)COC(=O)[C@H](C)N(C)C(=O)CCSCCN(C)C1=O,0.176470588,0.529411765,6,4,1.2792,1065.267,17,4,73,48,0.5,357.8,6,0,0,18.17676823,QMRDBMPJRSCZKT-GEMJLGLKSA-N
MC-3748,HU9-002,    ,O=C(N[C@H]1C(=O)N[C@@H](C)C(=O)N(C)[C@@H]2C(=O)N(C)[C@@H](C(C)C)C(=O)OC[C@@H](NC(=O)c3[nH]c4c(c3)cccc4)C(=O)N[C@@H](C)C(=O)N(C)[C@H](C(=O)N(C)[C@@H](C(C)C)C(=O)OC1)CSC2)c1[nH]c2c(c1)cccc2,CC(C)[C@H]1C(=O)OC[C@@H](NC(=O)c2cc3ccccc3[nH]2)C(=O)N[C@@H](C)C(=O)N(C)[C@H]2CSC[C@@H](C(=O)N1C)N(C)C(=O)[C@H](C)NC(=O)[C@H](NC(=O)c1cc3ccccc3[nH]1)COC(=O)[C@H](C(C)C)N(C)C2=O,0,10^-6 cm/s,Papp,-9999.0,Log Papp,0,PAMPA,PAMPA_Analysis: LC-MS/MS,https://doi.org/10.1016/j.bmcl.2021.127847,Journals,10.1016/j.bmcl.2021.127847,"(Miyachi et al., 2021)",2021,17,1,2.0,3.0,C1CNCCNCCSCCCNCCOC1,C[C@@H]1NC(=O)[C@H](N)COC(=O)[C@H](C)N(C)C(=O)CCSCCN(C)C1=O,0.176470588,0.529411765,6,4,1.0224,1029.187,13,6,73,50,0.48,307.12,6,0,0,17.60588366,NAPHUUVYFPGHRA-IITWSDOJSA-N
MC-3749,HU9-003,    ,O=C(N[C@H]1C(=O)N[C@@H](C)C(=O)N(C)[C@@H]2C(=O)N(C)[C@@H](C(C)C)C(=O)OC[C@@H](NC(=O)c3c(O)cccn3)C(=O)N[C@@H](C)C(=O)N(C)[C@H](C(=O)N(C)[C@@H](C(C)C)C(=O)OC1)CSC2)c1c(O)cccn1,CC(C)[C@H]1C(=O)OC[C@@H](NC(=O)c2ncccc2O)C(=O)N[C@@H](C)C(=O)N(C)[C@H]2CSC[C@@H](C(=O)N1C)N(C)C(=O)[C@H](C)NC(=O)[C@H](NC(=O)c1ncccc1O)COC(=O)[C@H](C(C)C)N(C)C2=O,0.068,10^-6 cm/s,Papp,-7.167,Log Papp,0.068000004,PAMPA,PAMPA_Analysis: LC-MS/MS,https://doi.org/10.1016/j.bmcl.2021.127847,Journals,10.1016/j.bmcl.2021.127847,"(Miyachi et al., 2021)",2021,17,1,2.0,3.0,C1CNCCNCCSCCCNCCOC1,C[C@@H]1NC(=O)[C@H](N)COC(=O)[C@H](C)N(C)C(=O)CCSCCN(C)C1=O,0.176470588,0.529411765,4,2,-1.739,985.087,17,6,69,44,0.545454545,341.78,6,0,0,18.81236757,ZDEHBPCNKSWYRU-ZWXCNMMZSA-N
MC-3750,HU9-004,    ,O=C(N[C@H]1C(=O)N[C@@H](C)C(=O)N(C)[C@@H]2C(=O)N(C)[C@@H](C(C)C)C(=O)OC[C@@H](NC(=O)c3cc4C(=O)c5c(C(=O)c4cc3)cccc5)C(=O)N[C@@H](C)C(=O)N(C)[C@H](C(=O)N(C)[C@@H](C(C)C)C(=O)OC1)CSC2)c1cc2C(=O)c3c(C(=O)c2cc1)cccc3,CC(C)[C@H]1C(=O)OC[C@@H](NC(=O)c2ccc3c(c2)C(=O)c2ccccc2C3=O)C(=O)N[C@@H](C)C(=O)N(C)[C@H]2CSC[C@@H](C(=O)N1C)N(C)C(=O)[C@H](C)NC(=O)[C@H](NC(=O)c1ccc3c(c1)C(=O)c1ccccc1C3=O)COC(=O)[C@H](C(C)C)N(C)C2=O,0,10^-6 cm/s,Papp,-9999.0,Log Papp,0,PAMPA,PAMPA_Analysis: LC-MS/MS,https://doi.org/10.1016/j.bmcl.2021.127847,Journals,10.1016/j.bmcl.2021.127847,"(Miyachi et al., 2021)",2021,17,1,2.0,3.0,C1CNCCNCCSCCCNCCOC1,C[C@@H]1NC(=O)[C@H](N)COC(=O)[C@H](C)N(C)C(=O)CCSCCN(C)C1=O,0.176470588,0.529411765,8,4,1.6106,1211.317,17,4,87,62,0.387096774,343.82,6,0,0,19.0674617,VRXKCJSQTPERNP-KSZNXKBLSA-N
MC-3751,HU9-005,    ,O=C(OC(C)(C)C)N[C@H]1C(=O)N[C@@H](C)C(=O)N(C)[C@@H]2C(=O)N(C)[C@@H](C(C)C)C(=O)OC[C@@H](NC(=O)OC(C)(C)C)C(=O)N[C@@H](C)C(=O)N(C)[C@H](C(=O)N(C)[C@@H](C(C)C)C(=O)OC1)CSC2,CC(C)[C@H]1C(=O)OC[C@@H](NC(=O)OC(C)(C)C)C(=O)N[C@@H](C)C(=O)N(C)[C@H]2CSC[C@@H](C(=O)N1C)N(C)C(=O)[C@H](C)NC(=O)[C@H](NC(=O)OC(C)(C)C)COC(=O)[C@H](C(C)C)N(C)C2=O,0.21,10^-6 cm/s,Papp,-6.678,Log Papp,0.20999999,PAMPA,PAMPA_Analysis: LC-MS/MS,https://doi.org/10.1016/j.bmcl.2021.127847,Journals,10.1016/j.bmcl.2021.127847,"(Miyachi et al., 2021)",2021,17,1,2.0,3.0,C1CNCCNCCSCCCNCCOC1,C[C@@H]1NC(=O)[C@H](N)COC(=O)[C@H](C)N(C)C(=O)CCSCCN(C)C1=O,0.176470588,0.529411765,2,0,0.2492,943.131,15,4,65,42,0.761904762,294.0,4,0,0,19.91467462,IGGLNLJLOYBPLK-JNLGQFFSSA-N
